variety_name,detail_url,jina,zao,crop_common,crop_scientific,crop_full_name,mwaka_usajili,registrant,altitude_range,altitude_min,altitude_max,suitable_regions,grain_yield,grain_yield_min,grain_yield_max,distinctive_characters,days_to_tasseling,plant_height_cm,grain_size,stem_colour,additional_fields
Royal 703 F1,https://www.tosci.go.tz/seed-varieties/royal-703-f1,,Tomato (Solanum lycopersicum),Tomato,,,2024,Osho Chemicals Industries Ltd,,,,,,,,,,,,,{}
Royal 705 F1,https://www.tosci.go.tz/seed-varieties/royal-705-f1,,Tomato (Solanum lycopersicum),Tomato,,,2024,Osho Chemicals Industries Ltd,,,,,,,,,,,,,{}
RUBY F1,https://www.tosci.go.tz/seed-varieties/ruby-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,East African Seeds (T) Ltd,,,,,,,,,,,,,{}
RUBY-PERFECTION F1,https://www.tosci.go.tz/seed-varieties/ruby-perfection-f1,,Cabbage (Brassica oleracea var. capitata  ),Cabbage,,,2021,East African Seeds (T) Ltd,,,,,,,,,,,,,{}
Rumba,https://www.tosci.go.tz/seed-varieties/rumba,,Round Potato (Solanum tuberosum),Round Potato,,,2017,Mtanga Foods Ltd,,,,,,,,,,,,,{}
Rungwe,https://www.tosci.go.tz/seed-varieties/rungwe,,Ethiopian mustard (Brasica carinata),Ethiopian mustard,,,2011,HORTI-Tengeru,,,,,,,,,,,,,{}
RUSSET F1,https://www.tosci.go.tz/seed-varieties/russet-f1,,Onion (Allium cepa L  ),Onion,,,2021,BALTON Tanzania Ltd.,,,,,,,,,,,,,{}
S1,https://www.tosci.go.tz/seed-varieties/s1,,Sweetcorn (Zea mays ),Sweetcorn,,,2021,CHAREON POKPHAND PRODUCE CO. LTD.,,,,,,,,,,,,,{}
S3,https://www.tosci.go.tz/seed-varieties/s3,,Sweetcorn (Zea mays ),Sweetcorn,,,2021,CHAREON POKPHAND PRODUCE CO. LTD.,,,,,,,,,,,,,{}
SAFA F1,https://www.tosci.go.tz/seed-varieties/safa-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,East African Seeds (T) Ltd,,,,,,,,,,,,,{}
SAFARI F1,https://www.tosci.go.tz/seed-varieties/safari-f1,,Papaya,Papaya,,,2025,VETAGRO EAST AFRICA LTD,,,,,,,,,,,,,{}
SAFI F1,https://www.tosci.go.tz/seed-varieties/safi-f1,,Pumpkin (Cucurbita pepo  ),Pumpkin,,,2021,East West Seed (T)Limited,,,,,,,,,,,,,{}
Sagita,https://www.tosci.go.tz/seed-varieties/sagita,,Round Potato (Solanum tuberosum),Round Potato,,,2017,Mtanga Foods Ltd,,,,,,,,,,,,,{}
SAHEM,https://www.tosci.go.tz/seed-varieties/sahem,,Chill pepper ( Capsicum annuum ),Chill pepper,,,2021,Syngenta Tanzania Ltd,,,,,,,,,,,,,{}
SAIDAH,https://www.tosci.go.tz/seed-varieties/saidah,,Chill pepper ( Capsicum annuum ),Chill pepper,,,2021,Syngenta Tanzania Ltd,,,,,,,,,,,,,{}
SAKILA20,https://www.tosci.go.tz/seed-varieties/sakila20,,Bean (Phaseolus vulgaris L.),Bean,,,2021,Sokoine University of Agriculture (SUA),,,,,,,,,,,,,{}
Salina F1,https://www.tosci.go.tz/seed-varieties/salina-f1,,Tomato (Solanum lycopersicum),Tomato,,,2023,Epinav Agricultural Solution,,,,,,,,,,,,,{}
SAMANTHA,https://www.tosci.go.tz/seed-varieties/samantha,,Garden beans ( Phaseolus vulgaris ),Garden beans,,,2021,MONSANTO TANZANIA LTD,,,,,,,,,,,,,{}
Sana F1,https://www.tosci.go.tz/seed-varieties/sana-f1,,Tomato (Solanum lycopersicum),Tomato,,,2024,Agrichem Africa Tanzania Ltd,,,,,,,,,,,,,{}
SANGE SOYA 01,https://www.tosci.go.tz/seed-varieties/sange-soya-01,,SOYA,SOYA,,,2025,Sange Agro Seeds Co. Ltd,,,,,,,,,,,,,{}
SANTA F1,https://www.tosci.go.tz/seed-varieties/santa-f1,,Sweet pepper (Capsicum annuum),Sweet pepper,,,2021,Agrichem Africa Ltd,,,,,,,,,,,,,{}
Santorini F1,https://www.tosci.go.tz/seed-varieties/santorini-f1,,Sweet pepper (Capsicum annum L.),Sweet pepper,,,2024,Seedco Tanzania Ltd,,,,,,,,,,,,,{}
Sawia 98 (Virginia),https://www.tosci.go.tz/seed-varieties/sawia-98-virginia,,Ground nut (Arachis hypogeae L.),Ground nut,,,1998,ARI Naliendele,,,,,,,,,,,,,{}
SC 303,https://www.tosci.go.tz/seed-varieties/sc-303,,Maize (Zea mays L.),Maize,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC 403,https://www.tosci.go.tz/seed-varieties/sc-403,,Maize (Zea mays L.),Maize,,,2003,SEED CO. Ltd,,,,,,,,,,,,,{}
SC 407,https://www.tosci.go.tz/seed-varieties/sc-407,,Maize (Zea mays L.),Maize,,,2003,SEED CO. Ltd,,,,,,,,,,,,,{}
SC 419,https://www.tosci.go.tz/seed-varieties/sc-419,,Maize (Zea mays L.),Maize,,,2018,SEEDCO TANZANIA LTD,,,,,,,,,,,,,{}
SC 513,https://www.tosci.go.tz/seed-varieties/sc-513,,Maize (Zea mays L.),Maize,,,2003,SEED CO. Ltd,,,,,,,,,,,,,{}
SC 529,https://www.tosci.go.tz/seed-varieties/sc-529,,Maize (Zea mays L.),Maize,,,2014,SeedCo Tanzania Ltd,,,,,,,,,,,,,{}
SC 533,https://www.tosci.go.tz/seed-varieties/sc-533,,Maize (Zea mays L.),Maize,,,2014,SeedCo Tanzania Ltd,,,,,,,,,,,,,{}
SC 608,https://www.tosci.go.tz/seed-varieties/sc-608,,Maize (Zea mays L.),Maize,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC 627,https://www.tosci.go.tz/seed-varieties/sc-627,,Maize (Zea mays L.),Maize,,,2001,Seed  Co. Ltd,,,,,,,,,,,,,{}
SC 633,https://www.tosci.go.tz/seed-varieties/sc-633,,Maize (Zea mays L.),Maize,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC 637,https://www.tosci.go.tz/seed-varieties/sc-637,,Maize (Zea mays L.),Maize,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC 713,https://www.tosci.go.tz/seed-varieties/sc-713,,Maize (Zea mays L.),Maize,,,2003,SEED CO. Ltd,,,,,,,,,,,,,{}
SC 719,https://www.tosci.go.tz/seed-varieties/sc-719,,Maize (Zea mays L.),Maize,,,2014,SeedCo Tanzania Ltd,,,,,,,,,,,,,{}
SC 727,https://www.tosci.go.tz/seed-varieties/sc-727,,Maize (Zea mays L.),Maize,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
Sc Bounty,https://www.tosci.go.tz/seed-varieties/sc-bounty,,Bean (Phaseolus vulgaris L.),Bean,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC Nduna,https://www.tosci.go.tz/seed-varieties/sc-nduna,,Wheat (Triticum aestivum.L),Wheat,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC Orion,https://www.tosci.go.tz/seed-varieties/sc-orion,,Ground nut (Arachis hypogeae L.),Ground nut,,,2019,Klein Kaoo Seed Marketing Zimbabwe,,,,,,,,,,,,,{}
Sc Saxon,https://www.tosci.go.tz/seed-varieties/sc-saxon,,Soya Bean [Glycine max (L.) Merr.],Soya Bean [Glycine max,,,2019,SeedCo Tanzania Ltd,,,,,,,,,,,,,{}
Sc Semeki,https://www.tosci.go.tz/seed-varieties/sc-semeki,,Soya Bean [Glycine max (L.) Merr.],Soya Bean [Glycine max,,,2019,SeedCo Tanzania Ltd,,,,,,,,,,,,,{}
SC Shaku,https://www.tosci.go.tz/seed-varieties/sc-shaku,,Sorghum (Sorghum bicolor (L.),Sorghum,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SC Shime,https://www.tosci.go.tz/seed-varieties/sc-shime,,Wheat (Triticum aestivum.L),Wheat,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
Sc Signal,https://www.tosci.go.tz/seed-varieties/sc-signal,,Soya Bean [Glycine max (L.) Merr.],Soya Bean [Glycine max,,,2019,SeedCo Tanzania Ltd,,,,,,,,,,,,,{}
SEGAR F1,https://www.tosci.go.tz/seed-varieties/segar-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,BALTON TANZANIA LTD,,,,,,,,,,,,,{}
Selian 05,https://www.tosci.go.tz/seed-varieties/selian-05,,Bean (Phaseolus vulgaris L.),Bean,,,2005,ARI Selian,,,,,,,,,,,,,{}
SELIAN 06,https://www.tosci.go.tz/seed-varieties/selian-06,,Bean (Phaseolus vulgaris L.),Bean,,,2007,ARI Selian,,,,,,,,,,,,,{}
SELIAN 09,https://www.tosci.go.tz/seed-varieties/selian-09,,Bean (Phaseolus vulgaris L.),Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
SELIAN 10,https://www.tosci.go.tz/seed-varieties/selian-10,,Bean (Phaseolus vulgaris L.),Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
SELIAN 11,https://www.tosci.go.tz/seed-varieties/selian-11,,Bean (Phaseolus vulgaris L.),Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
SELIAN 12,https://www.tosci.go.tz/seed-varieties/selian-12,,Bean (Phaseolus vulgaris L.),Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
SELIAN 13,https://www.tosci.go.tz/seed-varieties/selian-13,,Bean (Phaseolus vulgaris L.),Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
SELIAN 14,https://www.tosci.go.tz/seed-varieties/selian-14,,Bean (Phaseolus vulgaris L.),Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
SELIAN 15,https://www.tosci.go.tz/seed-varieties/selian-15,,Bean (Phaseolus vulgaris L.)+D3D322:D335,Bean,,,2018,ARI SELIAN,,,,,,,,,,,,,{}
Selian 87,https://www.tosci.go.tz/seed-varieties/selian-87,,Wheat (Triticum aestivum.L),Wheat,,,1987,ARI Selian,,,,,,,,,,,,,{}
Selian 94,https://www.tosci.go.tz/seed-varieties/selian-94,,Bean (Phaseolus vulgaris L.),Bean,,,1994,ARI Selian,,,,,,,,,,,,,{}
Selian 97,https://www.tosci.go.tz/seed-varieties/selian-97,,Bean (Phaseolus vulgaris L.),Bean,,,1997,ARI Selian,,,,,,,,,,,,,{}
SELIAN H208,https://www.tosci.go.tz/seed-varieties/selian-h208,,Maize (Zea mays L.),Maize,,,2009,ARI-Selian,,,,,,,,,,,,,{}
Selian H215,https://www.tosci.go.tz/seed-varieties/selian-h215,,Maize (Zea mays L.),Maize,,,2016,ARI Selian,,,,,,,,,,,,,{}
SELIAN H308,https://www.tosci.go.tz/seed-varieties/selian-h308,,Maize (Zea mays L.),Maize,,,2009,ARI-Selian,,,,,,,,,,,,,{}
Serena,https://www.tosci.go.tz/seed-varieties/serena,,Sorghum (Sorghum bicolor (L.),Sorghum,,,1960,EAC,,,,,,,,,,,,,{}
SHABIKI,https://www.tosci.go.tz/seed-varieties/shabiki,,Watermelon  (Citrullus lanatus    ),Watermelon,,,2021,CONTINENTAL SEED,,,,,,,,,,,,,{}
Shangwe,https://www.tosci.go.tz/seed-varieties/shangwe,,Wheat (Triticum aestivum.L),Wheat,,,2014,ARI Uyole,,,,,,,,,,,,,{}
Shani F1,https://www.tosci.go.tz/seed-varieties/shani-f1,,Kale,Kale,,,2023,Syngenta,,,,,,,,,,,,,{}
SHANTY F1,https://www.tosci.go.tz/seed-varieties/shanty-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,Kibo Seeds Company Ltd,,,,,,,,,,,,,{}
SHELTER RZ F1,https://www.tosci.go.tz/seed-varieties/shelter-rz-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,Rijk Zwaan Afrisem Ltd,,,,,,,,,,,,,{}
Sherekea,https://www.tosci.go.tz/seed-varieties/sherekea,,Round Potato (Solanum tuberosum),Round Potato,,,2012,Horti - Tengeru,,,,,,,,,,,,,{}
Shibe,https://www.tosci.go.tz/seed-varieties/shibe,,Pearl Millet (Pennisetum glaucum L.),Pearl Millet,,,1994,ARI Ilonga,,,,,,,,,,,,,{}
Shinje,https://www.tosci.go.tz/seed-varieties/shinje,,Ground nut (Arachis hypogeae L.),Ground nut,,,2019,Seed Co Zambia,,,,,,,,,,,,,{}
SHIRA,https://www.tosci.go.tz/seed-varieties/shira,,Barley (Hordeum vulgare L.),Barley,,,2012,TBL,,,,,,,,,,,,,{}
Shirikure,https://www.tosci.go.tz/seed-varieties/shirikure,,Sorghum (Sorghum bicolor (L.),Sorghum,,,2019,Klein Karoo Seed Marketing Zimbabwe,,,,,,,,,,,,,{}
Sifa,https://www.tosci.go.tz/seed-varieties/sifa,,Wheat (Triticum aestivum.L),Wheat,,,2004,ARI Uyole,,,,,,,,,,,,,{}
SIFA F1,https://www.tosci.go.tz/seed-varieties/sifa-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,CONTINENTAL SEED,,,,,,,,,,,,,{}
Sifra,https://www.tosci.go.tz/seed-varieties/sifra,,Round Potato (Solanum tuberosum),Round Potato,,,2019,HZPC IPR B.V,,,,,,,,,,,,,{}
Sila,https://www.tosci.go.tz/seed-varieties/sila,,Sorghum (Sorghum bicolor (L.),Sorghum,,,2008,SEEDCO,,,,,,,,,,,,,{}
Simama,https://www.tosci.go.tz/seed-varieties/simama,,Sweet potatoes (Ipomea batatas L.),Sweet potatoes,,,2000,ARI Ukiriguru,,,,,,,,,,,,,{}
Sinia,https://www.tosci.go.tz/seed-varieties/sinia,,Sweet potatoes (Ipomea batatas L.),Sweet potatoes,,,2000,ARI Ukiriguru,,,,,,,,,,,,,{}
SINTA F1,https://www.tosci.go.tz/seed-varieties/sinta-f1,,Papaya (Carica papaya  ),Papaya,,,2021,East West Seed (T)Limited,,,,,,,,,,,,,{}
Situka  2,https://www.tosci.go.tz/seed-varieties/situka-2,,Maize (Zea mays L.),Maize,,,2001,AR-Selian,,,,,,,,,,,,,{}
Situka-M1,https://www.tosci.go.tz/seed-varieties/situka-m1,,Maize (Zea mays L.),Maize,,,2001,AR-Selian,,,,,,,,,,,,,{}
SNOW BALL 1,https://www.tosci.go.tz/seed-varieties/snow-ball-1,,Cauliflower (Brassica oleracea var. botrytis  ),Cauliflower,,,2021,KIBO SEEDS/ EASEED,,,,,,,,,,,,,{}
SOLEADO,https://www.tosci.go.tz/seed-varieties/soleado,,Sunflower (Helianthus annus L.),Sunflower,,,2020,East African Seed(T) Company Limited,,,,,,,,,,,,,{}
Soya Uyole-1,https://www.tosci.go.tz/seed-varieties/soya-uyole-1,,Soya Bean [Glycine max (L.) Merr.],Soya Bean [Glycine max,,,2002,ARI- Uyole,,,,,,,,,,,,,{}
Soya Uyole-3,https://www.tosci.go.tz/seed-varieties/soya-uyole-3,,Soya Bean [Glycine max (L.) Merr.],Soya Bean [Glycine max,,,2010,ARI-Uyole,,,,,,,,,,,,,{}
SPARK F1,https://www.tosci.go.tz/seed-varieties/spark-f1,,Pak choi,Pak choi,,,2025,CONTINENTAL SEED COMPANY LTD,,,,,,,,,,,,,{}
Spiner F1,https://www.tosci.go.tz/seed-varieties/spiner-f1,,Collard (Brsassica oleracea var.viridis),Collard,,,2023,Continental seeds,,,,,,,,,,,,,{}
SSG 564,https://www.tosci.go.tz/seed-varieties/ssg-564,,Barley (Hordeum vulgare L.),Barley,,,2011,TBL,,,,,,,,,,,,,{}
Staha,https://www.tosci.go.tz/seed-varieties/staha,,Maize (Zea mays L.),Maize,,,1983,ARI - Ilonga,,,,,,,,,,,,,{}
STALLION F1,https://www.tosci.go.tz/seed-varieties/stallion-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,CONTINENTAL SEED,,,,,,,,,,,,,{}
STARLET.,https://www.tosci.go.tz/seed-varieties/starlet,,Sweet pepper (Capsicum annuum),Sweet pepper,,,2021,Rijk Zwaan Afrisem Ltd,,,,,,,,,,,,,{}
STETHAM RZ F1,https://www.tosci.go.tz/seed-varieties/stetham-rz-f1,,Blanched celery (Apium graveolens  ),Blanched celery,,,2021,Rijk Zwaan Afrisem Ltd.,,,,,,,,,,,,,{}
STEVE F1,https://www.tosci.go.tz/seed-varieties/steve-f1,,Tomato (Solanum lycopersicum),Tomato,,,2021,CONTINENTAL SEED,,,,,,,,,,,,,{}
STONEWALL F1,https://www.tosci.go.tz/seed-varieties/stonewall-f1,,Cucumber,Cucumber,,,2025,PRIME SEED CO (PRIVATE) LTD,,,,,,,,,,,,,{}
SUA Kalima,https://www.tosci.go.tz/seed-varieties/sua-kalima,,Bean (Phaseolus vulgaris L.),Bean,,,2021,Sokoine University of Agriculture (SUA),,,,,,,,,,,,,{}
SUA-AMAR1,https://www.tosci.go.tz/seed-varieties/sua-amar1,,Amaranth,Amaranth,,,2025,SOKOINE UNIVERSITY OF AGRICULTURE,,,,,,,,,,,,,{}
SUABRL4,https://www.tosci.go.tz/seed-varieties/suabrl4,,Bean (Phaseolus vulgaris L.),Bean,,,2021,Sokoine University of Agriculture (SUA),,,,,,,,,,,,,{}
SUABRL9,https://www.tosci.go.tz/seed-varieties/suabrl9,,Bean (Phaseolus vulgaris L.),Bean,,,2021,Sokoine University of Agriculture (SUA),,,,,,,,,,,,,{}
Subira,https://www.tosci.go.tz/seed-varieties/subira,,Barley (Hordeum vulgare L.),Barley,,,1995,TBL,,,,,,,,,,,,,{}
SUGAR BABY,https://www.tosci.go.tz/seed-varieties/sugar-baby,,Watermelon  (Citrullus lanatus    ),Watermelon,,,2021,TASTA,,,,,,,,,,,,,{}
SUGAR KING F1,https://www.tosci.go.tz/seed-varieties/sugar-king-f1,,Sweetcorn (Zea mays ),Sweetcorn,,,2021,East West Seed (T)Limited,,,,,,,,,,,,,{}
SUGAR QUEEN F1,https://www.tosci.go.tz/seed-varieties/sugar-queen-f1,,Watermelon  (Citrullus lanatus    ),Watermelon,,,2021,AFRICASIA SEED CO. LTD,,,,,,,,,,,,,{}
SUKARI F1,https://www.tosci.go.tz/seed-varieties/sukari-f1,SUKARI F1,Watermelon  (Citrullus lanatus    ),Watermelon,Citrullus lanatus,Watermelon  (Citrullus lanatus    ),2021,East African Seeds (T) Ltd.,,,,,,,,,,,,,{}
SULTAN F1,https://www.tosci.go.tz/seed-varieties/sultan-f1,SULTAN F1,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,BYTRADE Tanzania Ltd.,,,,,,,,,,,,,{}
Suma,https://www.tosci.go.tz/seed-varieties/suma,Suma,Cassava  (Manihot spp.),Cassava,Manihot spp.,Cassava  (Manihot spp.),2009,ARI-Ukiriguru,900-1800,900.0,1800.0,"Mwanza, Kagera, Shinyanga, Mara, Kigoma, Tabora",16-23,16.0,23.0,,,,,,"{""Special Attributes"": ""Resistant to CMD and CBSD""}"
Supa,https://www.tosci.go.tz/seed-varieties/supa,Supa,Paddy (Oryza sativa),Paddy,Oryza sativa,Paddy (Oryza sativa),Before1950’s,ARI KATRIN,0-400,0.0,400.0,"Morogoro, Pwani, Mtwara, Lindi",1.5-3.5,1.5,3.5,"Leaf blade pubescence: pubescent,Leaf angle: erect,Auricle colur: pale green,Days to heading: 93-100,Culm angle:erect,Flage leaf angle:erect,Panicle type:intermediate,Second branching: light,Awn presence:absent,Grain shape:slender,Seed coat colour: white",,,,,"{""Special Attributes"": ""Moderately resistant to rice yellow mottle virus and shealth rot""}"
SUPER BELL F1,https://www.tosci.go.tz/seed-varieties/super-bell-f1,SUPER BELL F1,Sweet pepper (Capsicum annuum),Sweet pepper,Capsicum annuum,Sweet pepper (Capsicum annuum),2021,CONTINENTAL SEED,,,,,,,,,,,,,{}
SUPER HABANERO F1,https://www.tosci.go.tz/seed-varieties/super-habanero-f1,SUPER HABANERO F1,Hot pepper (Capsicum annuum ),Hot pepper,Capsicum annuum,Hot pepper (Capsicum annuum ),2021,Balton Tanzania Ltd,,,,,,,,,,,,,{}
SUPERSUN 64,https://www.tosci.go.tz/seed-varieties/supersun-64,SUPERSUN 64,Sunflower (Helianthus annus L.),Sunflower,Helianthus annus L.,Sunflower (Helianthus annus L.),2020,Silversands Ndolela LTd,200-1600,200.0,1600.0,Low to High,2.3,2.3,,,,,,,"{""Special Attributes"": ""Medium early maturing variety 95-120 days, High yield potential (2-3t/ha), High oil content, Excellent tolerance to Powdery Medium and head rot, High lodging resistance, High tolerance of drought""}"
SUPERSUN 66,https://www.tosci.go.tz/seed-varieties/supersun-66,SUPERSUN 66,Sunflower (Helianthus annus L.),Sunflower,Helianthus annus L.,Sunflower (Helianthus annus L.),2020,Silversands Ndolela LTd,200-1600,200.0,1600.0,Low to High,2.3,2.3,,,,,,,"{""Special Attributes"": ""Medium early maturing variety 95-120 days, High yield potential (2-3t/ha), High oil content, Excellent tolerance to Powdery Medium and head rot, High lodging resistance, High tolerance of drought""}"
SV 7030NS,https://www.tosci.go.tz/seed-varieties/sv-7030ns,SV 7030NS,Onion (Allium cepa L  ),Onion,Allium cepa L,Onion (Allium cepa L  ),2021,Monsanto Tanzania Ltd,,,,,,,,,,,,,{}
SV1541GA,https://www.tosci.go.tz/seed-varieties/sv1541ga,SV1541GA,Garden beans ( Phaseolus vulgaris ),Garden beans,Phaseolus vulgaris,Garden beans ( Phaseolus vulgaris ),2021,MONSANTO TANZANIA LTD,,,,,,,,,,,,,{}
SV1865PB,https://www.tosci.go.tz/seed-varieties/sv1865pb,SV1865PB,Sweet pepper,Sweet pepper,,Sweet pepper,2025,BAYER LIFESCIENCE TANZANIA LTD,,,,,,,,,,,,,{}
SVTE6653,https://www.tosci.go.tz/seed-varieties/svte6653,SVTE6653,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2022,MONSANTO TZ LTD,,,,,,,,,,,,,{}
SVTE8805,https://www.tosci.go.tz/seed-varieties/svte8805,SVTE8805,Tomato,Tomato,,Tomato,2025,BAYER LIFESCIENCE TANZANIA LTD,,,,,,,,,,,,,{}
SWADESHI 24 F1,https://www.tosci.go.tz/seed-varieties/swadeshi-24-f1,SWADESHI 24 F1,Tomato,Tomato,,Tomato,2025,BIDDI ENTERPRISES LTD,,,,,,,,,,,,,{}
SWADESHI 40 F1,https://www.tosci.go.tz/seed-varieties/swadeshi-40-f1,SWADESHI 40 F1,Tomato,Tomato,,Tomato,2025,BIDDI ENTERPRISES LTD,,,,,,,,,,,,,{}
SWADESHI 66 F1,https://www.tosci.go.tz/seed-varieties/swadeshi-66-f1,SWADESHI 66 F1,Tomato,Tomato,,Tomato,2025,BIDDI ENTERPRISES LTD,,,,,,,,,,,,,{}
SWADESHI F1,https://www.tosci.go.tz/seed-varieties/swadeshi-f1,SWADESHI F1,Tomato,Tomato,,Tomato,2025,BIDDI ENTERPRISES LTD,,,,,,,,,,,,,{}
SWEETIE F1,https://www.tosci.go.tz/seed-varieties/sweetie-f1,SWEETIE F1,Watermelon  (Citrullus lanatus    ),Watermelon,Citrullus lanatus,Watermelon  (Citrullus lanatus    ),2021,BALTON TANZANIA LTD,,,,,,,,,,,,,{}
Swingma,https://www.tosci.go.tz/seed-varieties/swingma,Swingma,African nightshade  (Solanum scabrum),African nightshade,Solanum scabrum,African nightshade  (Solanum scabrum),2023,Continental seeds Company,,,,,,,,,,,,,{}
SY 455,https://www.tosci.go.tz/seed-varieties/sy-455,SY 455,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2019,Syngenta SA,,,,,,,,,,,,,"{""Special Attributes"": ""White Hybrid""}"
SY 5054,https://www.tosci.go.tz/seed-varieties/sy-5054,SY 5054,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2020,Syngenta Tanzania Ltd,800-1600,800.0,1600.0,Medium to High,,,,,,,,,"{""Special Attributes"": ""High yielding potential,Early maturing,Tolerance to GLC""}"
SY 514,https://www.tosci.go.tz/seed-varieties/sy-514,SY 514,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2017,Syngenta Tanzania td,800 - 1900,800.0,1900.0,Medium to High Altitude,9,9.0,,,,,,,"{""Special Attributes"": ""High yielding variety, good GLS, MSV and ear rot tolerance""}"
SY 5344,https://www.tosci.go.tz/seed-varieties/sy-5344,SY 5344,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2019,Syngenta Tanzania td,700 - 1900,700.0,1900.0,Northern and Southern Highlands,,,,,,,,,"{""Special Attributes"": ""Stable and high yielding, Prefered by farmers and tollerant to GLS""}"
SY 614,https://www.tosci.go.tz/seed-varieties/sy-614,SY 614,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2019,Syngenta SA,,,,,10,10.0,,,,,,,"{""Special Attributes"": ""Days to maturity 130 \u2013 135""}"
SY 624,https://www.tosci.go.tz/seed-varieties/sy-624,SY 624,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2017,Syngenta Tanzania td,800 - 1900,800.0,1900.0,Medium to High Altitude,9,9.0,,,,,,,"{""Special Attributes"": ""High yielding variety, good GLS, MSV and ear rot tolerance""}"
SY 634,https://www.tosci.go.tz/seed-varieties/sy-634,SY 634,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2017,Syngenta Tanzania td,800 - 1900,800.0,1900.0,Medium to High Altitude,9,9.0,,,,,,,"{""Special Attributes"": ""High yielding variety, good GLS, MSV and ear rot tolerance""}"
SY 6444,https://www.tosci.go.tz/seed-varieties/sy-6444,SY 6444,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2019,Syngenta Tanzania td,700 - 1900,700.0,1900.0,Northern and Southern Highlands,,,,,,,,,"{""Special Attributes"": ""Stable and high yielding, Prefered by farmers and tollerant to GLS""}"
SY 734,https://www.tosci.go.tz/seed-varieties/sy-734,SY 734,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2019,Syngenta SA,,,,,,,,,,,,,"{""Special Attributes"": ""White Hybrid""}"
T-279,https://www.tosci.go.tz/seed-varieties/t-279,T-279,Barley (Hordeum vulgare L.),Barley,Hordeum vulgare L.,Barley (Hordeum vulgare L.),2012,TBL,100-2500,100.0,2500.0,,5.5 -6.o,5.5,6.0,Maturiy 150 days,,,,,"{""Special Attributes"": ""High yielding, Good brewing Characteristics""}"
T. Tembo,https://www.tosci.go.tz/seed-varieties/t-tembo,T. Tembo,Triticale,Triticale,,Triticale,1982/3,ARI Uyole,1000-2400,1000.0,2400.0,"Mbeya, Iringa",3.4,3.4,,"Leaf glaucosity: weak, Growth habit: upright, Culm glaucosity: medium, Sheath glaucosity: strong, Spike density: mid dense, Spike glaucosity: strong, Awns: awned, Plant height: 104 cm, Awn colour: white, Kernel colour: medium red, Kernel shape: elliptical and shrived",,104.0,,,"{""Special Attributes"": ""Resistant to all rusts, tolerant to tan spots, spot blotch and Septoria""}"
T104,https://www.tosci.go.tz/seed-varieties/t104,T104,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2016,ARI Tumbi,600- 1500,600.0,1500.0,Medium altitude,4.5,4.5,,,,,,,"{""Special Attributes"": ""High yielding, Tolerant to GLS""}"
T105,https://www.tosci.go.tz/seed-varieties/t105,T105,Maize (Zea mays L.),Maize,Zea mays L.,Maize (Zea mays L.),2016,ARI Tumbi,600- 1500,600.0,1500.0,Medium Altitude,5.4,5.4,,,,,,,{}
T128 IS F1,https://www.tosci.go.tz/seed-varieties/t128-is-f1,T128 IS F1,Tomato (Solanum lycopersicum),Tomato,Solanum lycopersicum,Tomato (Solanum lycopersicum),2021,INDAF SEED & TECHNOLOGY,,,,,,,,,,,,,{}
