variety_name,crop_full,registrant,year,detail_url
H 515,Maize (Zea mays L.),Kenya Seed Co. Ltd,2003,https://www.tosci.go.tz/seed-varieties/h-515
H511,Maize (Zea mays L.),EAC/KARI/,1968,https://www.tosci.go.tz/seed-varieties/h511
H625,Maize (Zea mays L.),Kenya Seed Co. Ltd,2000,https://www.tosci.go.tz/seed-varieties/h625
H632,Maize (Zea mays L.),Kenya Seed Co.,1968,https://www.tosci.go.tz/seed-varieties/h632
Hombolo 95,Cassava  (Manihot spp.),SRI Kibaha,2004,https://www.tosci.go.tz/seed-varieties/hombolo-95
Kalalu,Paddy (Oryza sativa),SUA,2006,https://www.tosci.go.tz/seed-varieties/kalalu
KIBO KALE,Kale (Brasica oleracea var. acephala),Kibo Seed Co Ltd,2022,https://www.tosci.go.tz/seed-varieties/kibo-kale
Kito,Maize (Zea mays L.),ARI -Ilonga,1983,https://www.tosci.go.tz/seed-varieties/kito
Lishe –K1,Maize (Zea mays L.),ARI-Selian,2001,https://www.tosci.go.tz/seed-varieties/lishe-k1
Longe 2H,Maize (Zea mays L.),FICA SEED Ltd,2003,https://www.tosci.go.tz/seed-varieties/longe-2h
Naliendele,Cassava  (Manihot spp.),SRI Kibaha,2003,https://www.tosci.go.tz/seed-varieties/naliendele
PAN 23,Maize (Zea mays L.),Pannar (Pty) Ltd,2003,https://www.tosci.go.tz/seed-varieties/pan-23
Record,Sunflower (Helianthus annus L.),ARI Ilonga,1950,https://www.tosci.go.tz/seed-varieties/record
Uh615,Maize (Zea mays L.),ARI - Uyole,2001,https://www.tosci.go.tz/seed-varieties/uh615
3.TANWAT T.87,Triticale,TANWAT,1987,https://www.tosci.go.tz/seed-varieties/3-tanwat-t-87
30G19,Maize (Zea mays L.),Pioneer Oversees Corporation,2011,https://www.tosci.go.tz/seed-varieties/30g19
8519,Barley (Hordeum vulgare L.),TBL,1996,https://www.tosci.go.tz/seed-varieties/8519
9831,Barley (Hordeum vulgare L.),TBL,2004,https://www.tosci.go.tz/seed-varieties/9831
AC 1,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-1
AC 10,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-10
AC 10/129,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-10-129
AC 10/220,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-10-220
AC 14,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-14
AC 22,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-22
AC 34,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-34
AC 4,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-4
AC 4/17,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-4-17
AC 4/285,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-4-285
AC 43,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/ac-43
AC004,Tomato (Solanum lycopersicum),Agricentric Ltd,2023,https://www.tosci.go.tz/seed-varieties/ac004
AC100,Sweet pepper (Capsicum annum L.),Agricentric Ltd,2024,https://www.tosci.go.tz/seed-varieties/ac100
ADAM F1,Watermelon  (Citrullus lanatus    ),BALTON Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/adam-f1
ADITI 308 F1,Watermelon  (Citrullus lanatus    ),EAST WEST SEED LTD,2021,https://www.tosci.go.tz/seed-varieties/aditi-308-f1
ADMIRAL,Chill pepper ( Capsicum annuum ),Syngenta Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/admiral
ADV 1348,Cabbage (Brassica oleracea var. capitata),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/adv-1348
ADV 848,Okra (Abelmenchus esculantus),UPL Tanzania Limited,2023,https://www.tosci.go.tz/seed-varieties/adv-848
ADV12131,Tomato (Solanum lycopersicum),UPL Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/adv12131
ADV1225,Tomato (Solanum lycopersicum),UPL Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/adv1225
ADV1285,Tomato (Solanum lycopersicum),ARYSTA LIFE SCIENCE TZ LTD,2022,https://www.tosci.go.tz/seed-varieties/adv1285
ADV2308W,Maize (Zea mays L.),UPL Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/adv2308w
ADV2310W,Maize (Zea mays L.),UPL Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/adv2310w
Advanta 1247,Tomato (Solanum lycopersicum),BYTRADE Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/advanta-1247
Advanta 1277A,Tomato (Solanum lycopersicum),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/advanta-1277a
ADVANTA 1405,Watermelon  (Citrullus lanatus    ),BYTRADE Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/advanta-1405
ADVANTA 303,Eggplant (Solanum melongena  ),BYTRADE TZ LTD,2021,https://www.tosci.go.tz/seed-varieties/advanta-303
ADVANTA 309,Eggplant (Solanum melongena  ),BYTRADE TZ LTD,2021,https://www.tosci.go.tz/seed-varieties/advanta-309
ADVANTA 814,Okra (Abelmoschus esculentus  ),BYTRADE Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/advanta-814
AFADJA,Hot pepper (Capsicum annuum ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/afadja
Africa red F1,Onion (Alium cepa),UPL Tanzania Ltd,2023,https://www.tosci.go.tz/seed-varieties/africa-red-f1
African Beauty F1,Eggplant  (Solanum melongena),Continental Seeds Company,2023,https://www.tosci.go.tz/seed-varieties/african-beauty-f1
Agri F1,Tomato (Solanum lycopersicum),Agrichem Africa Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/agri-f1
AGRISEED H351,Maize (Zea mays L.),AGRISEED TECHNOLOGIES,2017,https://www.tosci.go.tz/seed-varieties/agriseed-h351
AGRISEED H352,Maize (Zea mays L.),AGRISEED TECHNOLOGIES,2017,https://www.tosci.go.tz/seed-varieties/agriseed-h352
AGUARA 4,Sunflower (Helianthus annus L.),Advanta Seed Company Ltd,2015,https://www.tosci.go.tz/seed-varieties/aguara-4
AGUARA 6,Sunflower (Helianthus annus L.),Advanta Seed Company,2020,https://www.tosci.go.tz/seed-varieties/aguara-6
AKERI,Amaranth  (Amaranthus spp ),HORTI- Tengeru,2021,https://www.tosci.go.tz/seed-varieties/akeri
ALMASI F1,Cabbage (Brassica oleracea var. capitata  ),Kibo Seed Company Ltd,2021,https://www.tosci.go.tz/seed-varieties/almasi-f1
ALPES RZ F1,Melon (Cucumis melo  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/alpes-rz-f1
AMBASSADOR,Squash ( Cucurbita Maxima ),MONSANTO TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/ambassador
AMBURANA,Tomato,RIJK ZWAAN AFRISEM LTD,2025,https://www.tosci.go.tz/seed-varieties/amburana
AMBURENI,African nightshade (Solanum scabram),HORTI- Tengeru,2021,https://www.tosci.go.tz/seed-varieties/ambureni
AMH500,Maize (Zea mays L.),Alsem Seed Company,2019,https://www.tosci.go.tz/seed-varieties/amh500
AMH501,Maize (Zea mays L.),Alsem Seed Company,2019,https://www.tosci.go.tz/seed-varieties/amh501
AMY,Garden beans (Phaseolus vulgaris  ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/amy
ANCILA,Sunflower (Helianthus annus L.),East African Seed(T) Company Limited,2020,https://www.tosci.go.tz/seed-varieties/ancila
ANDAMAN F1,Watermelon  (Citrullus lanatus    ),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/andaman-f1
ANITA F1,Watermelon  (Citrullus lanatus    ),CONTINENTAL SEED,2021,https://www.tosci.go.tz/seed-varieties/anita-f1
ANNA F1,Tomato (Solanum lycopersicum),MONSANTO TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/anna-f1
ANSAL,Tomato (Solanum lycopersicum),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/ansal
ANTEO,Tomato (Solanum lycopersicum),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/anteo
ARASHAN.,Watermelon  (Citrullus lanatus    ),Syngenta Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/arashan
ARCHEO,Sunflower (Helianthus annus L.),East African Seed(T) Company Limited,2020,https://www.tosci.go.tz/seed-varieties/archeo
ARIANA,Tomato (Solanum lycopersicum),Balton Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/ariana
Arize6444 Gold,Paddy (Oryza sativa),Bayer Life Sciences LTD,2018,https://www.tosci.go.tz/seed-varieties/arize6444-gold
Arizona,Round Potato (Solanum tuberosum),Silverlands Ndolela Limited,2022,https://www.tosci.go.tz/seed-varieties/arizona
ARTALE,Hot pepper (Capsicum annuum ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/artale
Arumeru,Ethiopian mustard (Brasica carinata),HORTI-Tengeru,2011,https://www.tosci.go.tz/seed-varieties/arumeru
ARUSHA RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/arusha-rz
ASALI F1,Watermelon  (Citrullus lanatus    ),REGINA SEED LTD,2021,https://www.tosci.go.tz/seed-varieties/asali-f1
Asante,Round Potato (Solanum tuberosum),Horti - Tengeru,2012,https://www.tosci.go.tz/seed-varieties/asante
ASHLEY,Cucumber (Cucumis sativus  ),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/ashley
ASPEC1,Papai,MKULIMA (ASPEC),2025,https://www.tosci.go.tz/seed-varieties/aspec-1
ASPEC2,Papai,MKULIMA (ASPEC),2025,https://www.tosci.go.tz/seed-varieties/aspec-2
ASPEC3,Papai,MKULIMA (ASPEC),2025,https://www.tosci.go.tz/seed-varieties/aspec-3
ASSILA F1,Tomato (Solanum lycopersicum),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/assila-f1
ASTRA F1,Tomato,PRIME SEED CO(PRIVATE) LIMITED,2025,https://www.tosci.go.tz/seed-varieties/astra-f1
Atlanta CS,Carrot (Daucus carota),Continental Seeds,2024,https://www.tosci.go.tz/seed-varieties/atlanta-cs
AUGUSTA,Watermelon  (Citrullus lanatus    ),Syngenta Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/augusta
AURORA,Callery (Pyrus calleryana  ),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/aurora
AVPP1342,Sweet pepper (Capsicum annuum),Meru Agro-Tours LTD,2022,https://www.tosci.go.tz/seed-varieties/avpp1342-2
AVTO 1890,Tomato (Solanum lycopersicum),MERU AGRO TOURS LTD,2022,https://www.tosci.go.tz/seed-varieties/avto-1890
AVTO1864,Tomato (Solanum lycopersicum),MERU AGRO TOURS LTD,2022,https://www.tosci.go.tz/seed-varieties/avto1864
AZA 17,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/aza-17
AZA 17/156,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/aza-17-156
AZA 17/158,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/aza-17-158
AZA 17/79,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/aza-17-79
AZA 2,Cashew (Anacardium occidentale L.),ARI Naliendele,2006,https://www.tosci.go.tz/seed-varieties/aza-2
Azimio 87,Wheat (Triticum aestivum.L),ARI Selian,1987,https://www.tosci.go.tz/seed-varieties/azimio-87
Bahati F1,Tomato (Solanum lycopersicum),Agrichem Africa Tanzania Ltd,2024,https://www.tosci.go.tz/seed-varieties/bahati-f1
Balash F1,Cabbage (Brassica oleracea var. capitata),Best Agricultural Practices Tanzania Organization,2024,https://www.tosci.go.tz/seed-varieties/balash-f1
BALLERINA RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/ballerina-rz
Bansal F1,Tomato (Solanum lycopersicum),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/bansal-f1
BARAKA F1,Cabbage (Brassica oleracea var. capitata  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/baraka-f1
BARIDI F1,Cabbage,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/baridi-f1
BARONESA RZ F1,Watermelon  (Citrullus lanatus    ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/baronesa-rz-f1
BASHAER,Tomato (Solanum lycopersicum),Syngenta Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/bashaer
BATAVIA,Letuce (Lactuca sativa  ),OSHO CHEMICALS,2021,https://www.tosci.go.tz/seed-varieties/batavia
BAWITO F1,Tomato (Solanum lycopersicum),East African Seeds (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/bawito-f1
BAXTER F1,Cabbage (Brassica oleracea var. capitata  ),SEEDCO TZ Ltd.,2021,https://www.tosci.go.tz/seed-varieties/baxter-f1
BE 101 IS F1,Beet root (Beta vulgaris L ),INDAF SEED &TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/be-101-is-f1
BE 102 IS F1,Beet root (Beta vulgaris L ),INDAF SEED &TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/be-102-is-f1
BEKI F1.,Tomato (Solanum lycopersicum),East African Seeds (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/beki-f1
Belinde,Cassava  (Manihot spp.),ARI-Ukiriguru,2009,https://www.tosci.go.tz/seed-varieties/belinde
Bella F1,Sweet pepper (Capsicum annum L.),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/bella-f1
Benue F1,African eggplant (Solanum melongena),RijkZwaan Afrisem,2024,https://www.tosci.go.tz/seed-varieties/rijkzwaan-afrisem
BETA F1,Onion (Allium cepa L  ),SYOVA SEEDS (T) LTD,2022,https://www.tosci.go.tz/seed-varieties/beta-f1
BIG BELL,Sweet pepper (Capsicum annuum),East African Seeds (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/big-bell
BILFA 16,Bean (Phaseolus vulgaris L.),ARI Uyole,2004,https://www.tosci.go.tz/seed-varieties/bilfa-16
Bima,Barley (Hordeum vulgare L.),TBL,1998,https://www.tosci.go.tz/seed-varieties/bima
Bingwa F1,Eggplant  (Solanum melongena),Vetagro (EA) ltd,2023,https://www.tosci.go.tz/seed-varieties/bingwa-f1
BLACK BEAUTY,Eggplant (Solanum melongena  ),TASTA,2021,https://www.tosci.go.tz/seed-varieties/black-beauty
BLACK GIANT,Eggplant (Solanum melongena  ),QUTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/black-giant
BLACK QUEEN F1,Watermelon  (Citrullus lanatus    ),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/black-queen-f1
BLACK ROCK F1,Egg plant,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/black-rock-f1
BLUE DYNASTY,Cabbage (Brassica oleracea var. capitata  ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/blue-dynasty
BLUE ROCK F1,Tomato (Solanum lycopersicum),EPINAV Agricultural Solutions,2024,https://www.tosci.go.tz/seed-varieties/blue-rock-f1
Bluesma,Cabbage (Brassica oleracea var. capitata),Epinav Agricultural Solutions,2023,https://www.tosci.go.tz/seed-varieties/bluesma
BNS 213,Buttenut ( Juglans cinerea ),AFRICASIA SEED CO LTD,2021,https://www.tosci.go.tz/seed-varieties/bns-213
BOELLI,Finnel ( Foeniculum vulgare ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/boelli
BOLOGNA RZ F1,Cucumber (Cucumis sativus  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/bologna-rz-f1
BOOGIE RZ F1,Sweet pepper (Capsicum annuum),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/boogie-rz-f1
BOOMER RZ F1,Hot pepper (Capsicum annuum ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/boomer-rz-f1
Bora,Maize (Zea mays L.),ARI Ilonga,2008,https://www.tosci.go.tz/seed-varieties/bora
BORA F1,Tomato (Solanum lycopersicum),Pop Vriend (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/bora-f1
Bossier,Soya Bean [Glycine max (L.) Merr.],,1990,https://www.tosci.go.tz/seed-varieties/bossier
BR203,Maize (Zea mays L.),Bora Agro Solutions Ltd,2024,https://www.tosci.go.tz/seed-varieties/br203
BRIGITTE RZ F1,Eubergine (Solanum melongena),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/brigitte-rz-f1
BRUMA RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/bruma-rz
BSI 1,Maize (Zea mays L.),Chareon Pokphand Produce (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/bsi-1
BUFFALO F1,Sweet pepper (Capsicum annuum),Regina Seed Ltd,2021,https://www.tosci.go.tz/seed-varieties/buffalo-f1
Bukoba 1,Coffee (Coffea arabica),TaCRI,2011,https://www.tosci.go.tz/seed-varieties/bukoba-1
Bulldozer F1,Watermelon (Citrulus lanatus),Vetagro EA Ltd,2023,https://www.tosci.go.tz/seed-varieties/bulldozer-f1
BWT SAFA F1,Tomato (Solanum lycopersicum),SYOVA SEEDS (T) LTD,2022,https://www.tosci.go.tz/seed-varieties/bwt-safa-f1
C 101 F1 SYNGENTA TANZANIA LTD.,Cabbage (Brassica oleracea var. capitata  ),SYNGENTA TANZANIA LTD.,2021,https://www.tosci.go.tz/seed-varieties/c-101-f1-syngenta-tanzania-ltd
C5051,Maize (Zea mays L.),Cargill - Zimbabwe,1999,https://www.tosci.go.tz/seed-varieties/c5051
C5121,Maize (Zea mays L.),Cargill - Zimbabwe,1997,https://www.tosci.go.tz/seed-varieties/c5121
C6222,Maize (Zea mays L.),Cargill Zimbabwe (PTY) Ltd,1994,https://www.tosci.go.tz/seed-varieties/c6222
CA 85FX F1,Cabbage (Brassica oleracea var. capitata  ),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/ca-85fx-f1
CAB VICTORIA,Cabbage (Brassica oleracea var. capitata  ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/cab-victoria
CAL J,Tomato (Solanum lycopersicum),ULTRAVETIS/EA SEEDS/KIBO SEEDS/POP VRIEND/REGINA SEEDS,2021,https://www.tosci.go.tz/seed-varieties/cal-j
CAL J VF,Tomato (Solanum lycopersicum),East West Seed (T)Limited,2021,https://www.tosci.go.tz/seed-varieties/cal-j-vf
CALABRESE,Broccoli ( Brassica oleracea var. italica ),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/calabrese
CALIFONIA WONDER,Sweet pepper (Capsicum annuum),TASTA,2021,https://www.tosci.go.tz/seed-varieties/califonia-wonder
CALIFORNIA SUPREME,Sweet pepper (Capsicum annuum),East African Seeds (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/california-supreme
Calima-Uyole,Bean (Phaseolus vulgaris L.),ARI Uyole,2011,https://www.tosci.go.tz/seed-varieties/calima-uyole
CALYPSO FSC,Sweet pepper,CONTINENTAL SEED COMPANY LTD,2025,https://www.tosci.go.tz/seed-varieties/calypso-fsc
Canadian    wonder,Bean (Phaseolus vulgaris L.),ARI Selian,1977,https://www.tosci.go.tz/seed-varieties/canadian-wonder
CANDENTE X3R,Sweet pepper (Capsicum annuum),MONSANTO TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/candente-x3r
CANDETE,Pepper (Piper nigrum  ),MONSANTO TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/candete
CAP9001,Maize (Zea mays L.),Capstone Seeds S.A,2019,https://www.tosci.go.tz/seed-varieties/cap9001
Captain F1,Tomato (Solanum lycopersicum),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/captain-f1
CARIBBEAN GOLD RZ F1,Melon (Cucumis melo  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/caribbean-gold-rz-f1
CARIBBEAN KING RZ F1,Melon (Cucumis melo  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/caribbean-king-rz-f1
CARTAGENAS RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/cartagenas-rz
CASPER RZ F1,Cauliflower (Brassica oleracea var. botrytis  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/casper-rz-f1
CAYMAN,Round Potato (Solanum tuberosum),Silverlands Ndolela Ltd,2024,https://www.tosci.go.tz/seed-varieties/cayman
CC 37,Tobacco (Nicotiana tabacum L.),TORITA,2018,https://www.tosci.go.tz/seed-varieties/cc-37
CC26,Tobacco (Nicotiana tabacum L.),TORITA,2013,https://www.tosci.go.tz/seed-varieties/cc26
CC27,Tobacco (Nicotiana tabacum L.),TORITA,2013,https://www.tosci.go.tz/seed-varieties/cc27
CC35,Tobacco (Nicotiana tabacum L.),TORITA,2013,https://www.tosci.go.tz/seed-varieties/cc35
CERA F1,Squash ( Cucurbita Maxima ),CONTINENTAL SEED,2021,https://www.tosci.go.tz/seed-varieties/cera-f1
CEYLON,Onion (Allium cepa L  ),MONSANTO TZ LTD,2022,https://www.tosci.go.tz/seed-varieties/ceylon
CG4142,Maize (Zea mays L.),Cargill Zimbabwe (PTY) Ltd,1993,https://www.tosci.go.tz/seed-varieties/cg4142
CH-SATO1,Paddy (Oryza sativa),ARI Cholima,2015,https://www.tosci.go.tz/seed-varieties/ch-sato1
CH-SATO9,Paddy (Oryza sativa),ARI Cholima,2015,https://www.tosci.go.tz/seed-varieties/ch-sato9
Chaka,Cabbage (Brassica oleracea var. capitata),Continental Seeds Company,2023,https://www.tosci.go.tz/seed-varieties/chaka
Challenger,Round Potato (Solanum tuberosum),Silverlands Ndolela Limited,2022,https://www.tosci.go.tz/seed-varieties/challenger
CHARSANO,Swiss chard   (Beta vulgaris),Rijk Zwaan Afrisem Ltd,2021,https://www.tosci.go.tz/seed-varieties/charsano
Chenin Nyeupe,Grape vine (Vitis venifera L.),Viticulture Research and Training Centre Makutupora,2007,https://www.tosci.go.tz/seed-varieties/chenin-nyeupe
Chereko,Cassava  (Manihot spp.),ARI Kibaha,2014,https://www.tosci.go.tz/seed-varieties/chereko
CHEUPE,Bean (Phaseolus vulgaris L.)+D3D322:D335,ARI Selian,2007,https://www.tosci.go.tz/seed-varieties/cheupe
CHIRACHA,Hot pepper (Capsicum annuum ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/chiracha
Chiriku,Wheat (Triticum aestivum.L),ARI Selian,2002,https://www.tosci.go.tz/seed-varieties/chiriku
Cholima 1,,Dakawa,1992,https://www.tosci.go.tz/seed-varieties/cholima-1
Cholima 3,,Dakawa,1992,https://www.tosci.go.tz/seed-varieties/cholima-3
CINDRELLA F1,Pumpkin,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/cindrella-f1
CLEMSON SPINELESS,Okra (Abelmoschus esculentus  ),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/clemson-spineless
CLX38365,Tomato (Solanum lycopersicum),SEEDCO (T) LTD,2022,https://www.tosci.go.tz/seed-varieties/clx38365
COLUMBIA RZ F1,Watermelon  (Citrullus lanatus    ),Rijk Zwaan Afrisem Ltd,2021,https://www.tosci.go.tz/seed-varieties/columbia-rz-f1
COMBAS,Mahindi,WAKULIMA,2025,https://www.tosci.go.tz/seed-varieties/compass
COMMANDO F1,Tomato (Solanum lycopersicum),CONTINENTAL SEED,2021,https://www.tosci.go.tz/seed-varieties/commando-f1
COMMON,Persley (Petroselinum crispum  ),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/common
CONCORDE RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/concorde-rz
COPENHAGEN MARKET,Cabbage (Brassica oleracea var. capitata  ),ROYAL SEED/BALTON TZ,2021,https://www.tosci.go.tz/seed-varieties/copenhagen-market
CORTON,Cabbage (Brassica oleracea var. capitata  ),Syngenta Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/corton
Cosmos,Ornamental Flower (Cosmos bipinnatus),MULTIFLOWER,2023,https://www.tosci.go.tz/seed-varieties/cosmos
COSMOS F1,Sweet Pepper,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/cosmos-f1
CP 201,Maize (Zea mays L.),Chareon Pokphand Produce (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/cp-201
CP 808,Maize (Zea mays L.),Chareon Pokphand Produce (T) Ltd,2014,https://www.tosci.go.tz/seed-varieties/cp-808
CRIMSON GLOBE,Beet root (Beta vulgaris L ),East African seed ( T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/crimson-globe
CRIMSON SWEET,Watermelon  (Citrullus lanatus    ),TASTA,2021,https://www.tosci.go.tz/seed-varieties/crimson-sweet
CRN 1435,Sunflower (Helianthus annus L.),Monsanto South Africa,1999,https://www.tosci.go.tz/seed-varieties/crn-1435
CRN 3891,Maize (Zea mays L.),Mansanto Hybrid Seeds Co.,2001,https://www.tosci.go.tz/seed-varieties/crn-3891
CRN3631,Maize (Zea mays L.),Monsanto Hybrid Seeds Co.,1999,https://www.tosci.go.tz/seed-varieties/crn3631
CU 101 IS F1,Cucumber (Cucumis sativus  ),INDAF SEED&TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/cu-101-is-f1
CU 102 IS F1,Cucumber (Cucumis sativus  ),INDAF SEED&TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/cu-102-is-f1
CU 3174 F1,Cucumber (Cucumis sativus  ),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/cu-3174-f1
DAISY F1,Pumpkin,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/daisy-f1
Dakawa,Paddy (Oryza sativa),Dakawa,1990,https://www.tosci.go.tz/seed-varieties/dakawa
DARINA,Cucumber (Cucumis sativus  ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/darina
Darina mix,Cucumber (Cucumis sativus  ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/darina-mix
DB  3,African Eggplant (Solanum aethiopicum),HORTI-Tengeru,2010,https://www.tosci.go.tz/seed-varieties/db-3
